construct_id,idr_seq_name,gfp_label,gfp_tag,Z_gfp,topology,N_idr,N_construct,ncpr_idr,fcr_idr,kappa_idr,nu_idr_free,linker,linker_len,fasta_path
O00421_1_37__GFPp5__Ctail,O00421_1_37,GFP+5,GFPp5,5,Ctail,37,252,-0.2702702702702703,0.3783783783783784,0.3405439294655424,0.574,,0,individual/O00421_1_37__GFPp5__Ctail.fasta
O00421_1_37__GFPm15__Ntail,O00421_1_37,GFP-15,GFPm15,-15,Ntail,37,252,-0.2702702702702703,0.3783783783783784,0.3405439294655424,0.574,,0,individual/O00421_1_37__GFPm15__Ntail.fasta
O00421_1_37__GFPm15__Ctail,O00421_1_37,GFP-15,GFPm15,-15,Ctail,37,252,-0.2702702702702703,0.3783783783783784,0.3405439294655424,0.574,,0,individual/O00421_1_37__GFPm15__Ctail.fasta
Q5TCS8_182_211__GFPp15__Ntail,Q5TCS8_182_211,GFP+15,GFPp15,15,Ntail,30,245,-0.2666666666666666,0.7333333333333333,0.5458160517012763,0.263,,0,individual/Q5TCS8_182_211__GFPp15__Ntail.fasta
Q5TCS8_182_211__GFPp15__Ctail,Q5TCS8_182_211,GFP+15,GFPp15,15,Ctail,30,245,-0.2666666666666666,0.7333333333333333,0.5458160517012763,0.263,,0,individual/Q5TCS8_182_211__GFPp15__Ctail.fasta
Q5TCS8_182_211__GFPp5__Ntail,Q5TCS8_182_211,GFP+5,GFPp5,5,Ntail,30,245,-0.2666666666666666,0.7333333333333333,0.5458160517012763,0.263,,0,individual/Q5TCS8_182_211__GFPp5__Ntail.fasta
Q5TCS8_182_211__GFPp5__Ctail,Q5TCS8_182_211,GFP+5,GFPp5,5,Ctail,30,245,-0.2666666666666666,0.7333333333333333,0.5458160517012763,0.263,,0,individual/Q5TCS8_182_211__GFPp5__Ctail.fasta
Q5TCS8_182_211__GFPm15__Ntail,Q5TCS8_182_211,GFP-15,GFPm15,-15,Ntail,30,245,-0.2666666666666666,0.7333333333333333,0.5458160517012763,0.263,,0,individual/Q5TCS8_182_211__GFPm15__Ntail.fasta
Q5TCS8_182_211__GFPm15__Ctail,Q5TCS8_182_211,GFP-15,GFPm15,-15,Ctail,30,245,-0.2666666666666666,0.7333333333333333,0.5458160517012763,0.263,,0,individual/Q5TCS8_182_211__GFPm15__Ctail.fasta
P41226_756_796__GFPp15__Ntail,P41226_756_796,GFP+15,GFPp15,15,Ntail,41,256,-0.0975609756097561,0.1951219512195122,0.1168576905002694,0.585,,0,individual/P41226_756_796__GFPp15__Ntail.fasta
P41226_756_796__GFPp15__Ctail,P41226_756_796,GFP+15,GFPp15,15,Ctail,41,256,-0.0975609756097561,0.1951219512195122,0.1168576905002694,0.585,,0,individual/P41226_756_796__GFPp15__Ctail.fasta
P41226_756_796__GFPp5__Ntail,P41226_756_796,GFP+5,GFPp5,5,Ntail,41,256,-0.0975609756097561,0.1951219512195122,0.1168576905002694,0.585,,0,individual/P41226_756_796__GFPp5__Ntail.fasta
P41226_756_796__GFPp5__Ctail,P41226_756_796,GFP+5,GFPp5,5,Ctail,41,256,-0.0975609756097561,0.1951219512195122,0.1168576905002694,0.585,,0,individual/P41226_756_796__GFPp5__Ctail.fasta
P41226_756_796__GFPm15__Ntail,P41226_756_796,GFP-15,GFPm15,-15,Ntail,41,256,-0.0975609756097561,0.1951219512195122,0.1168576905002694,0.585,,0,individual/P41226_756_796__GFPm15__Ntail.fasta
P41226_756_796__GFPm15__Ctail,P41226_756_796,GFP-15,GFPm15,-15,Ctail,41,256,-0.0975609756097561,0.1951219512195122,0.1168576905002694,0.585,,0,individual/P41226_756_796__GFPm15__Ctail.fasta
Q9NPB0_147_183__GFPp15__Ntail,Q9NPB0_147_183,GFP+15,GFPp15,15,Ntail,37,252,-0.054054054054054,0.2162162162162162,0.1227373913795122,0.556,,0,individual/Q9NPB0_147_183__GFPp15__Ntail.fasta
Q9NPB0_147_183__GFPp15__Ctail,Q9NPB0_147_183,GFP+15,GFPp15,15,Ctail,37,252,-0.054054054054054,0.2162162162162162,0.1227373913795122,0.556,,0,individual/Q9NPB0_147_183__GFPp15__Ctail.fasta
Q9NPB0_147_183__GFPp5__Ntail,Q9NPB0_147_183,GFP+5,GFPp5,5,Ntail,37,252,-0.054054054054054,0.2162162162162162,0.1227373913795122,0.556,,0,individual/Q9NPB0_147_183__GFPp5__Ntail.fasta
Q9NPB0_147_183__GFPp5__Ctail,Q9NPB0_147_183,GFP+5,GFPp5,5,Ctail,37,252,-0.054054054054054,0.2162162162162162,0.1227373913795122,0.556,,0,individual/Q9NPB0_147_183__GFPp5__Ctail.fasta
Q9NPB0_147_183__GFPm15__Ntail,Q9NPB0_147_183,GFP-15,GFPm15,-15,Ntail,37,252,-0.054054054054054,0.2162162162162162,0.1227373913795122,0.556,,0,individual/Q9NPB0_147_183__GFPm15__Ntail.fasta
Q9NPB0_147_183__GFPm15__Ctail,Q9NPB0_147_183,GFP-15,GFPm15,-15,Ctail,37,252,-0.054054054054054,0.2162162162162162,0.1227373913795122,0.556,,0,individual/Q9NPB0_147_183__GFPm15__Ctail.fasta
A4D1S5_186_217__GFPp15__Ntail,A4D1S5_186_217,GFP+15,GFPp15,15,Ntail,32,247,-0.09375,0.15625,0.1294688731446885,0.575,,0,individual/A4D1S5_186_217__GFPp15__Ntail.fasta
A4D1S5_186_217__GFPp15__Ctail,A4D1S5_186_217,GFP+15,GFPp15,15,Ctail,32,247,-0.09375,0.15625,0.1294688731446885,0.575,,0,individual/A4D1S5_186_217__GFPp15__Ctail.fasta
A4D1S5_186_217__GFPp5__Ntail,A4D1S5_186_217,GFP+5,GFPp5,5,Ntail,32,247,-0.09375,0.15625,0.1294688731446885,0.575,,0,individual/A4D1S5_186_217__GFPp5__Ntail.fasta
A4D1S5_186_217__GFPp5__Ctail,A4D1S5_186_217,GFP+5,GFPp5,5,Ctail,32,247,-0.09375,0.15625,0.1294688731446885,0.575,,0,individual/A4D1S5_186_217__GFPp5__Ctail.fasta
A4D1S5_186_217__GFPm15__Ntail,A4D1S5_186_217,GFP-15,GFPm15,-15,Ntail,32,247,-0.09375,0.15625,0.1294688731446885,0.575,,0,individual/A4D1S5_186_217__GFPm15__Ntail.fasta
A4D1S5_186_217__GFPm15__Ctail,A4D1S5_186_217,GFP-15,GFPm15,-15,Ctail,32,247,-0.09375,0.15625,0.1294688731446885,0.575,,0,individual/A4D1S5_186_217__GFPm15__Ctail.fasta
O43299_249_289__GFPp15__Ntail,O43299_249_289,GFP+15,GFPp15,15,Ntail,41,256,-0.0975609756097561,0.1951219512195122,0.2168794798530909,0.555,,0,individual/O43299_249_289__GFPp15__Ntail.fasta
O43299_249_289__GFPp15__Ctail,O43299_249_289,GFP+15,GFPp15,15,Ctail,41,256,-0.0975609756097561,0.1951219512195122,0.2168794798530909,0.555,,0,individual/O43299_249_289__GFPp15__Ctail.fasta
O43299_249_289__GFPp5__Ntail,O43299_249_289,GFP+5,GFPp5,5,Ntail,41,256,-0.0975609756097561,0.1951219512195122,0.2168794798530909,0.555,,0,individual/O43299_249_289__GFPp5__Ntail.fasta
O43299_249_289__GFPp5__Ctail,O43299_249_289,GFP+5,GFPp5,5,Ctail,41,256,-0.0975609756097561,0.1951219512195122,0.2168794798530909,0.555,,0,individual/O43299_249_289__GFPp5__Ctail.fasta
O43299_249_289__GFPm15__Ntail,O43299_249_289,GFP-15,GFPm15,-15,Ntail,41,256,-0.0975609756097561,0.1951219512195122,0.2168794798530909,0.555,,0,individual/O43299_249_289__GFPm15__Ntail.fasta
O43299_249_289__GFPm15__Ctail,O43299_249_289,GFP-15,GFPm15,-15,Ctail,41,256,-0.0975609756097561,0.1951219512195122,0.2168794798530909,0.555,,0,individual/O43299_249_289__GFPm15__Ctail.fasta
Q9NY46_279_318__GFPp15__Ntail,Q9NY46_279_318,GFP+15,GFPp15,15,Ntail,40,255,-0.075,0.125,0.2255376215335984,0.562,,0,individual/Q9NY46_279_318__GFPp15__Ntail.fasta
Q9NY46_279_318__GFPp15__Ctail,Q9NY46_279_318,GFP+15,GFPp15,15,Ctail,40,255,-0.075,0.125,0.2255376215335984,0.562,,0,individual/Q9NY46_279_318__GFPp15__Ctail.fasta
Q9NY46_279_318__GFPp5__Ntail,Q9NY46_279_318,GFP+5,GFPp5,5,Ntail,40,255,-0.075,0.125,0.2255376215335984,0.562,,0,individual/Q9NY46_279_318__GFPp5__Ntail.fasta
Q9NY46_279_318__GFPp5__Ctail,Q9NY46_279_318,GFP+5,GFPp5,5,Ctail,40,255,-0.075,0.125,0.2255376215335984,0.562,,0,individual/Q9NY46_279_318__GFPp5__Ctail.fasta
Q9NY46_279_318__GFPm15__Ntail,Q9NY46_279_318,GFP-15,GFPm15,-15,Ntail,40,255,-0.075,0.125,0.2255376215335984,0.562,,0,individual/Q9NY46_279_318__GFPm15__Ntail.fasta
Q9NY46_279_318__GFPm15__Ctail,Q9NY46_279_318,GFP-15,GFPm15,-15,Ctail,40,255,-0.075,0.125,0.2255376215335984,0.562,,0,individual/Q9NY46_279_318__GFPm15__Ctail.fasta
A6NI03_295_329__GFPp15__Ntail,A6NI03_295_329,GFP+15,GFPp15,15,Ntail,35,250,-0.1428571428571428,0.2,0.1965062266623978,0.578,,0,individual/A6NI03_295_329__GFPp15__Ntail.fasta
A6NI03_295_329__GFPp15__Ctail,A6NI03_295_329,GFP+15,GFPp15,15,Ctail,35,250,-0.1428571428571428,0.2,0.1965062266623978,0.578,,0,individual/A6NI03_295_329__GFPp15__Ctail.fasta
A6NI03_295_329__GFPp5__Ntail,A6NI03_295_329,GFP+5,GFPp5,5,Ntail,35,250,-0.1428571428571428,0.2,0.1965062266623978,0.578,,0,individual/A6NI03_295_329__GFPp5__Ntail.fasta
A6NI03_295_329__GFPp5__Ctail,A6NI03_295_329,GFP+5,GFPp5,5,Ctail,35,250,-0.1428571428571428,0.2,0.1965062266623978,0.578,,0,individual/A6NI03_295_329__GFPp5__Ctail.fasta
A6NI03_295_329__GFPm15__Ntail,A6NI03_295_329,GFP-15,GFPm15,-15,Ntail,35,250,-0.1428571428571428,0.2,0.1965062266623978,0.578,,0,individual/A6NI03_295_329__GFPm15__Ntail.fasta
A6NI03_295_329__GFPm15__Ctail,A6NI03_295_329,GFP-15,GFPm15,-15,Ctail,35,250,-0.1428571428571428,0.2,0.1965062266623978,0.578,,0,individual/A6NI03_295_329__GFPm15__Ctail.fasta
A6NFF2_1_35__GFPp15__Ntail,A6NFF2_1_35,GFP+15,GFPp15,15,Ntail,35,250,-0.0857142857142857,0.1428571428571428,0.2130331255799374,0.574,,0,individual/A6NFF2_1_35__GFPp15__Ntail.fasta
A6NFF2_1_35__GFPp15__Ctail,A6NFF2_1_35,GFP+15,GFPp15,15,Ctail,35,250,-0.0857142857142857,0.1428571428571428,0.2130331255799374,0.574,,0,individual/A6NFF2_1_35__GFPp15__Ctail.fasta
A6NFF2_1_35__GFPp5__Ntail,A6NFF2_1_35,GFP+5,GFPp5,5,Ntail,35,250,-0.0857142857142857,0.1428571428571428,0.2130331255799374,0.574,,0,individual/A6NFF2_1_35__GFPp5__Ntail.fasta
A6NFF2_1_35__GFPp5__Ctail,A6NFF2_1_35,GFP+5,GFPp5,5,Ctail,35,250,-0.0857142857142857,0.1428571428571428,0.2130331255799374,0.574,,0,individual/A6NFF2_1_35__GFPp5__Ctail.fasta
A6NFF2_1_35__GFPm15__Ntail,A6NFF2_1_35,GFP-15,GFPm15,-15,Ntail,35,250,-0.0857142857142857,0.1428571428571428,0.2130331255799374,0.574,,0,individual/A6NFF2_1_35__GFPm15__Ntail.fasta
A6NFF2_1_35__GFPm15__Ctail,A6NFF2_1_35,GFP-15,GFPm15,-15,Ctail,35,250,-0.0857142857142857,0.1428571428571428,0.2130331255799374,0.574,,0,individual/A6NFF2_1_35__GFPm15__Ctail.fasta
Q9UIF9_1608_1641__GFPp15__Ntail,Q9UIF9_1608_1641,GFP+15,GFPp15,15,Ntail,34,249,-0.088235294117647,0.2058823529411764,0.1916399538416125,0.576,,0,individual/Q9UIF9_1608_1641__GFPp15__Ntail.fasta
Q9UIF9_1608_1641__GFPp15__Ctail,Q9UIF9_1608_1641,GFP+15,GFPp15,15,Ctail,34,249,-0.088235294117647,0.2058823529411764,0.1916399538416125,0.576,,0,individual/Q9UIF9_1608_1641__GFPp15__Ctail.fasta
Q9UIF9_1608_1641__GFPp5__Ntail,Q9UIF9_1608_1641,GFP+5,GFPp5,5,Ntail,34,249,-0.088235294117647,0.2058823529411764,0.1916399538416125,0.576,,0,individual/Q9UIF9_1608_1641__GFPp5__Ntail.fasta
Q9UIF9_1608_1641__GFPp5__Ctail,Q9UIF9_1608_1641,GFP+5,GFPp5,5,Ctail,34,249,-0.088235294117647,0.2058823529411764,0.1916399538416125,0.576,,0,individual/Q9UIF9_1608_1641__GFPp5__Ctail.fasta
Q9UIF9_1608_1641__GFPm15__Ntail,Q9UIF9_1608_1641,GFP-15,GFPm15,-15,Ntail,34,249,-0.088235294117647,0.2058823529411764,0.1916399538416125,0.576,,0,individual/Q9UIF9_1608_1641__GFPm15__Ntail.fasta
Q9UIF9_1608_1641__GFPm15__Ctail,Q9UIF9_1608_1641,GFP-15,GFPm15,-15,Ctail,34,249,-0.088235294117647,0.2058823529411764,0.1916399538416125,0.576,,0,individual/Q9UIF9_1608_1641__GFPm15__Ctail.fasta
O43286_66_103__GFPp15__Ntail,O43286_66_103,GFP+15,GFPp15,15,Ntail,38,253,-0.0526315789473684,0.2105263157894736,0.3965689966882271,0.552,,0,individual/O43286_66_103__GFPp15__Ntail.fasta
O43286_66_103__GFPp15__Ctail,O43286_66_103,GFP+15,GFPp15,15,Ctail,38,253,-0.0526315789473684,0.2105263157894736,0.3965689966882271,0.552,,0,individual/O43286_66_103__GFPp15__Ctail.fasta
O43286_66_103__GFPp5__Ntail,O43286_66_103,GFP+5,GFPp5,5,Ntail,38,253,-0.0526315789473684,0.2105263157894736,0.3965689966882271,0.552,,0,individual/O43286_66_103__GFPp5__Ntail.fasta
O43286_66_103__GFPp5__Ctail,O43286_66_103,GFP+5,GFPp5,5,Ctail,38,253,-0.0526315789473684,0.2105263157894736,0.3965689966882271,0.552,,0,individual/O43286_66_103__GFPp5__Ctail.fasta
O43286_66_103__GFPm15__Ntail,O43286_66_103,GFP-15,GFPm15,-15,Ntail,38,253,-0.0526315789473684,0.2105263157894736,0.3965689966882271,0.552,,0,individual/O43286_66_103__GFPm15__Ntail.fasta
O43286_66_103__GFPm15__Ctail,O43286_66_103,GFP-15,GFPm15,-15,Ctail,38,253,-0.0526315789473684,0.2105263157894736,0.3965689966882271,0.552,,0,individual/O43286_66_103__GFPm15__Ctail.fasta
Q8IXQ6_819_854__GFPp15__Ntail,Q8IXQ6_819_854,GFP+15,GFPp15,15,Ntail,36,251,-0.0555555555555555,0.1666666666666666,0.3625658915798793,0.551,,0,individual/Q8IXQ6_819_854__GFPp15__Ntail.fasta
Q8IXQ6_819_854__GFPp15__Ctail,Q8IXQ6_819_854,GFP+15,GFPp15,15,Ctail,36,251,-0.0555555555555555,0.1666666666666666,0.3625658915798793,0.551,,0,individual/Q8IXQ6_819_854__GFPp15__Ctail.fasta
Q8IXQ6_819_854__GFPp5__Ntail,Q8IXQ6_819_854,GFP+5,GFPp5,5,Ntail,36,251,-0.0555555555555555,0.1666666666666666,0.3625658915798793,0.551,,0,individual/Q8IXQ6_819_854__GFPp5__Ntail.fasta
Q8IXQ6_819_854__GFPp5__Ctail,Q8IXQ6_819_854,GFP+5,GFPp5,5,Ctail,36,251,-0.0555555555555555,0.1666666666666666,0.3625658915798793,0.551,,0,individual/Q8IXQ6_819_854__GFPp5__Ctail.fasta
Q8IXQ6_819_854__GFPm15__Ntail,Q8IXQ6_819_854,GFP-15,GFPm15,-15,Ntail,36,251,-0.0555555555555555,0.1666666666666666,0.3625658915798793,0.551,,0,individual/Q8IXQ6_819_854__GFPm15__Ntail.fasta
Q8IXQ6_819_854__GFPm15__Ctail,Q8IXQ6_819_854,GFP-15,GFPm15,-15,Ctail,36,251,-0.0555555555555555,0.1666666666666666,0.3625658915798793,0.551,,0,individual/Q8IXQ6_819_854__GFPm15__Ctail.fasta
O60256_213_248__GFPp15__Ntail,O60256_213_248,GFP+15,GFPp15,15,Ntail,36,251,-0.1111111111111111,0.2222222222222222,0.3213110740463037,0.568,,0,individual/O60256_213_248__GFPp15__Ntail.fasta
O60256_213_248__GFPp15__Ctail,O60256_213_248,GFP+15,GFPp15,15,Ctail,36,251,-0.1111111111111111,0.2222222222222222,0.3213110740463037,0.568,,0,individual/O60256_213_248__GFPp15__Ctail.fasta
O60256_213_248__GFPp5__Ntail,O60256_213_248,GFP+5,GFPp5,5,Ntail,36,251,-0.1111111111111111,0.2222222222222222,0.3213110740463037,0.568,,0,individual/O60256_213_248__GFPp5__Ntail.fasta
O60256_213_248__GFPp5__Ctail,O60256_213_248,GFP+5,GFPp5,5,Ctail,36,251,-0.1111111111111111,0.2222222222222222,0.3213110740463037,0.568,,0,individual/O60256_213_248__GFPp5__Ctail.fasta
O60256_213_248__GFPm15__Ntail,O60256_213_248,GFP-15,GFPm15,-15,Ntail,36,251,-0.1111111111111111,0.2222222222222222,0.3213110740463037,0.568,,0,individual/O60256_213_248__GFPm15__Ntail.fasta
O60256_213_248__GFPm15__Ctail,O60256_213_248,GFP-15,GFPm15,-15,Ctail,36,251,-0.1111111111111111,0.2222222222222222,0.3213110740463037,0.568,,0,individual/O60256_213_248__GFPm15__Ctail.fasta
P05187_503_535__GFPp15__Ntail,P05187_503_535,GFP+15,GFPp15,15,Ntail,33,248,-0.0606060606060606,0.1212121212121212,0.3071216151224005,0.569,,0,individual/P05187_503_535__GFPp15__Ntail.fasta
P05187_503_535__GFPp15__Ctail,P05187_503_535,GFP+15,GFPp15,15,Ctail,33,248,-0.0606060606060606,0.1212121212121212,0.3071216151224005,0.569,,0,individual/P05187_503_535__GFPp15__Ctail.fasta
P05187_503_535__GFPp5__Ntail,P05187_503_535,GFP+5,GFPp5,5,Ntail,33,248,-0.0606060606060606,0.1212121212121212,0.3071216151224005,0.569,,0,individual/P05187_503_535__GFPp5__Ntail.fasta
P05187_503_535__GFPp5__Ctail,P05187_503_535,GFP+5,GFPp5,5,Ctail,33,248,-0.0606060606060606,0.1212121212121212,0.3071216151224005,0.569,,0,individual/P05187_503_535__GFPp5__Ctail.fasta
P05187_503_535__GFPm15__Ntail,P05187_503_535,GFP-15,GFPm15,-15,Ntail,33,248,-0.0606060606060606,0.1212121212121212,0.3071216151224005,0.569,,0,individual/P05187_503_535__GFPm15__Ntail.fasta
P05187_503_535__GFPm15__Ctail,P05187_503_535,GFP-15,GFPm15,-15,Ctail,33,248,-0.0606060606060606,0.1212121212121212,0.3071216151224005,0.569,,0,individual/P05187_503_535__GFPm15__Ctail.fasta
P12259_448_480__GFPp15__Ntail,P12259_448_480,GFP+15,GFPp15,15,Ntail,33,248,-0.0606060606060606,0.1818181818181818,0.597573882495662,0.565,,0,individual/P12259_448_480__GFPp15__Ntail.fasta
P12259_448_480__GFPp15__Ctail,P12259_448_480,GFP+15,GFPp15,15,Ctail,33,248,-0.0606060606060606,0.1818181818181818,0.597573882495662,0.565,,0,individual/P12259_448_480__GFPp15__Ctail.fasta
P12259_448_480__GFPp5__Ntail,P12259_448_480,GFP+5,GFPp5,5,Ntail,33,248,-0.0606060606060606,0.1818181818181818,0.597573882495662,0.565,,0,individual/P12259_448_480__GFPp5__Ntail.fasta
P12259_448_480__GFPp5__Ctail,P12259_448_480,GFP+5,GFPp5,5,Ctail,33,248,-0.0606060606060606,0.1818181818181818,0.597573882495662,0.565,,0,individual/P12259_448_480__GFPp5__Ctail.fasta
P12259_448_480__GFPm15__Ntail,P12259_448_480,GFP-15,GFPm15,-15,Ntail,33,248,-0.0606060606060606,0.1818181818181818,0.597573882495662,0.565,,0,individual/P12259_448_480__GFPm15__Ntail.fasta
P12259_448_480__GFPm15__Ctail,P12259_448_480,GFP-15,GFPm15,-15,Ctail,33,248,-0.0606060606060606,0.1818181818181818,0.597573882495662,0.565,,0,individual/P12259_448_480__GFPm15__Ctail.fasta
Q86WV6_335_379__GFPp15__Ntail,Q86WV6_335_379,GFP+15,GFPp15,15,Ntail,45,260,-0.1111111111111111,0.2888888888888888,0.1138695097528694,0.58,,0,individual/Q86WV6_335_379__GFPp15__Ntail.fasta
Q86WV6_335_379__GFPp15__Ctail,Q86WV6_335_379,GFP+15,GFPp15,15,Ctail,45,260,-0.1111111111111111,0.2888888888888888,0.1138695097528694,0.58,,0,individual/Q86WV6_335_379__GFPp15__Ctail.fasta
Q86WV6_335_379__GFPp5__Ntail,Q86WV6_335_379,GFP+5,GFPp5,5,Ntail,45,260,-0.1111111111111111,0.2888888888888888,0.1138695097528694,0.58,,0,individual/Q86WV6_335_379__GFPp5__Ntail.fasta
Q86WV6_335_379__GFPp5__Ctail,Q86WV6_335_379,GFP+5,GFPp5,5,Ctail,45,260,-0.1111111111111111,0.2888888888888888,0.1138695097528694,0.58,,0,individual/Q86WV6_335_379__GFPp5__Ctail.fasta
Q86WV6_335_379__GFPm15__Ntail,Q86WV6_335_379,GFP-15,GFPm15,-15,Ntail,45,260,-0.1111111111111111,0.2888888888888888,0.1138695097528694,0.58,,0,individual/Q86WV6_335_379__GFPm15__Ntail.fasta
Q86WV6_335_379__GFPm15__Ctail,Q86WV6_335_379,GFP-15,GFPm15,-15,Ctail,45,260,-0.1111111111111111,0.2888888888888888,0.1138695097528694,0.58,,0,individual/Q86WV6_335_379__GFPm15__Ctail.fasta
Q15019_323_361__GFPp15__Ntail,Q15019_323_361,GFP+15,GFPp15,15,Ntail,39,254,-0.0769230769230769,0.282051282051282,0.115799854318886,0.566,,0,individual/Q15019_323_361__GFPp15__Ntail.fasta
Q15019_323_361__GFPp15__Ctail,Q15019_323_361,GFP+15,GFPp15,15,Ctail,39,254,-0.0769230769230769,0.282051282051282,0.115799854318886,0.566,,0,individual/Q15019_323_361__GFPp15__Ctail.fasta
Q15019_323_361__GFPp5__Ntail,Q15019_323_361,GFP+5,GFPp5,5,Ntail,39,254,-0.0769230769230769,0.282051282051282,0.115799854318886,0.566,,0,individual/Q15019_323_361__GFPp5__Ntail.fasta
Q15019_323_361__GFPp5__Ctail,Q15019_323_361,GFP+5,GFPp5,5,Ctail,39,254,-0.0769230769230769,0.282051282051282,0.115799854318886,0.566,,0,individual/Q15019_323_361__GFPp5__Ctail.fasta
Q15019_323_361__GFPm15__Ntail,Q15019_323_361,GFP-15,GFPm15,-15,Ntail,39,254,-0.0769230769230769,0.282051282051282,0.115799854318886,0.566,,0,individual/Q15019_323_361__GFPm15__Ntail.fasta
Q15019_323_361__GFPm15__Ctail,Q15019_323_361,GFP-15,GFPm15,-15,Ctail,39,254,-0.0769230769230769,0.282051282051282,0.115799854318886,0.566,,0,individual/Q15019_323_361__GFPm15__Ctail.fasta
Q8TDZ2_481_517__GFPp15__Ntail,Q8TDZ2_481_517,GFP+15,GFPp15,15,Ntail,37,252,-0.081081081081081,0.2972972972972973,0.0937261555485375,0.577,,0,individual/Q8TDZ2_481_517__GFPp15__Ntail.fasta
Q8TDZ2_481_517__GFPp15__Ctail,Q8TDZ2_481_517,GFP+15,GFPp15,15,Ctail,37,252,-0.081081081081081,0.2972972972972973,0.0937261555485375,0.577,,0,individual/Q8TDZ2_481_517__GFPp15__Ctail.fasta
Q8TDZ2_481_517__GFPp5__Ntail,Q8TDZ2_481_517,GFP+5,GFPp5,5,Ntail,37,252,-0.081081081081081,0.2972972972972973,0.0937261555485375,0.577,,0,individual/Q8TDZ2_481_517__GFPp5__Ntail.fasta
Q8TDZ2_481_517__GFPp5__Ctail,Q8TDZ2_481_517,GFP+5,GFPp5,5,Ctail,37,252,-0.081081081081081,0.2972972972972973,0.0937261555485375,0.577,,0,individual/Q8TDZ2_481_517__GFPp5__Ctail.fasta
Q8TDZ2_481_517__GFPm15__Ntail,Q8TDZ2_481_517,GFP-15,GFPm15,-15,Ntail,37,252,-0.081081081081081,0.2972972972972973,0.0937261555485375,0.577,,0,individual/Q8TDZ2_481_517__GFPm15__Ntail.fasta
Q8TDZ2_481_517__GFPm15__Ctail,Q8TDZ2_481_517,GFP-15,GFPm15,-15,Ctail,37,252,-0.081081081081081,0.2972972972972973,0.0937261555485375,0.577,,0,individual/Q8TDZ2_481_517__GFPm15__Ctail.fasta
Q14156_201_231__GFPp15__Ntail,Q14156_201_231,GFP+15,GFPp15,15,Ntail,31,246,-0.0967741935483871,0.2903225806451613,0.1383428824397591,0.578,,0,individual/Q14156_201_231__GFPp15__Ntail.fasta
Q14156_201_231__GFPp15__Ctail,Q14156_201_231,GFP+15,GFPp15,15,Ctail,31,246,-0.0967741935483871,0.2903225806451613,0.1383428824397591,0.578,,0,individual/Q14156_201_231__GFPp15__Ctail.fasta
Q14156_201_231__GFPp5__Ntail,Q14156_201_231,GFP+5,GFPp5,5,Ntail,31,246,-0.0967741935483871,0.2903225806451613,0.1383428824397591,0.578,,0,individual/Q14156_201_231__GFPp5__Ntail.fasta
Q14156_201_231__GFPp5__Ctail,Q14156_201_231,GFP+5,GFPp5,5,Ctail,31,246,-0.0967741935483871,0.2903225806451613,0.1383428824397591,0.578,,0,individual/Q14156_201_231__GFPp5__Ctail.fasta
Q14156_201_231__GFPm15__Ntail,Q14156_201_231,GFP-15,GFPm15,-15,Ntail,31,246,-0.0967741935483871,0.2903225806451613,0.1383428824397591,0.578,,0,individual/Q14156_201_231__GFPm15__Ntail.fasta
Q14156_201_231__GFPm15__Ctail,Q14156_201_231,GFP-15,GFPm15,-15,Ctail,31,246,-0.0967741935483871,0.2903225806451613,0.1383428824397591,0.578,,0,individual/Q14156_201_231__GFPm15__Ctail.fasta
Q9UM01_1_39__GFPp15__Ntail,Q9UM01_1_39,GFP+15,GFPp15,15,Ntail,39,254,-0.1025641025641025,0.3076923076923077,0.2204805334753802,0.567,,0,individual/Q9UM01_1_39__GFPp15__Ntail.fasta
Q9UM01_1_39__GFPp15__Ctail,Q9UM01_1_39,GFP+15,GFPp15,15,Ctail,39,254,-0.1025641025641025,0.3076923076923077,0.2204805334753802,0.567,,0,individual/Q9UM01_1_39__GFPp15__Ctail.fasta
Q9UM01_1_39__GFPp5__Ntail,Q9UM01_1_39,GFP+5,GFPp5,5,Ntail,39,254,-0.1025641025641025,0.3076923076923077,0.2204805334753802,0.567,,0,individual/Q9UM01_1_39__GFPp5__Ntail.fasta
Q9UM01_1_39__GFPp5__Ctail,Q9UM01_1_39,GFP+5,GFPp5,5,Ctail,39,254,-0.1025641025641025,0.3076923076923077,0.2204805334753802,0.567,,0,individual/Q9UM01_1_39__GFPp5__Ctail.fasta
Q9UM01_1_39__GFPm15__Ntail,Q9UM01_1_39,GFP-15,GFPm15,-15,Ntail,39,254,-0.1025641025641025,0.3076923076923077,0.2204805334753802,0.567,,0,individual/Q9UM01_1_39__GFPm15__Ntail.fasta
Q9UM01_1_39__GFPm15__Ctail,Q9UM01_1_39,GFP-15,GFPm15,-15,Ctail,39,254,-0.1025641025641025,0.3076923076923077,0.2204805334753802,0.567,,0,individual/Q9UM01_1_39__GFPm15__Ctail.fasta
Q8TAG9_1_38__GFPp15__Ntail,Q8TAG9_1_38,GFP+15,GFPp15,15,Ntail,38,253,-0.131578947368421,0.2894736842105263,0.1694543649071134,0.576,,0,individual/Q8TAG9_1_38__GFPp15__Ntail.fasta
Q8TAG9_1_38__GFPp15__Ctail,Q8TAG9_1_38,GFP+15,GFPp15,15,Ctail,38,253,-0.131578947368421,0.2894736842105263,0.1694543649071134,0.576,,0,individual/Q8TAG9_1_38__GFPp15__Ctail.fasta
